App,Package,Start Time,Duration,Filename
"System",,"May 3, 2014 @ 03:47:45 PM","4 min 10 sec",""

Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"Application State",Description,
36286,0,36406,2537717,35084,363,Tpacf::Java::Compute::Start,
36386,0,36507,2526566,35184,363,Tpacf::Java::Compute::Start,
36487,0,36607,2528834,35284,363,Tpacf::Java::Compute::Start,
36588,0,36721,2928780,35384,363,Tpacf::Java::Compute::Start,
36688,0,36816,2471156,35485,363,Tpacf::Java::Compute::Start,
36788,0,36910,2517677,35585,363,Tpacf::Java::Compute::Start,
36889,0,37009,2530717,35685,363,Tpacf::Java::Compute::Start,
36990,0,37110,2524287,35785,363,Tpacf::Java::Compute::Start,
37090,0,37212,2480533,35885,363,Tpacf::Java::Compute::Start,
37191,0,37312,2527063,35986,363,Tpacf::Java::Compute::Start,
37291,0,37412,2525173,36086,363,Tpacf::Java::Compute::Start,
37392,0,37512,2530432,36186,363,Tpacf::Java::Compute::Start,
37492,0,37613,2565819,36286,363,Tpacf::Java::Compute::Start,
37593,0,37713,2665229,36387,363,Tpacf::Java::Compute::Start,
37693,0,37824,2678456,36487,363,Tpacf::Java::Compute::Start,
37794,0,37922,2673923,36588,363,Tpacf::Java::Compute::Start,
37895,0,38017,2420001,36688,363,Tpacf::Java::Compute::Start,
37995,0,38116,2637664,36788,363,Tpacf::Java::Compute::Start,
38096,0,38216,2648812,36889,363,Tpacf::Java::Compute::Start,
38196,0,38317,2530717,36990,363,Tpacf::Java::Compute::Start,
38298,0,38417,2671144,37090,363,Tpacf::Java::Compute::Start,
38397,0,38518,2587358,37191,363,Tpacf::Java::Compute::Start,
38497,0,38618,2665229,37292,363,Tpacf::Java::Compute::Start,
38597,0,38717,2676188,37392,363,Tpacf::Java::Compute::Start,
38697,0,38818,2680725,37493,363,Tpacf::Java::Compute::Start,
38798,0,38920,2625159,37594,363,Tpacf::Java::Compute::Start,
38898,0,39028,2702286,37694,363,Tpacf::Java::Compute::Start,
38998,0,39118,2717778,37795,363,Tpacf::Java::Compute::Start,
39098,0,39218,2714027,37895,363,Tpacf::Java::Compute::Start,
39199,0,39320,2709493,37996,363,Tpacf::Java::Compute::Start,
39299,0,39420,2709493,38096,363,Tpacf::Java::Compute::Start,
39399,0,39519,2706396,38197,363,Tpacf::Java::Compute::Start,
39499,0,39620,2608822,38298,363,Tpacf::Java::Compute::Start,
39599,0,39719,2724205,38397,363,Tpacf::Java::Compute::Start,
39700,0,39821,2704174,38497,363,Tpacf::Java::Compute::Start,
39800,0,39921,2717778,38597,363,Tpacf::Java::Compute::Start,
39900,0,40027,2640658,38698,363,Tpacf::Java::Compute::Start,
40000,0,40121,2660691,38798,363,Tpacf::Java::Compute::Start,
40100,0,40221,2690213,38898,363,Tpacf::Java::Compute::Start,
40201,0,40322,2685679,38998,363,Tpacf::Java::Compute::Start,
40303,0,40422,2656967,39098,363,Tpacf::Java::Compute::Start,
40401,0,40521,2681389,39199,363,Tpacf::Java::Compute::Start,
40502,0,40626,2656792,39299,363,Tpacf::Java::Compute::Start,
40602,0,40722,2658423,39399,363,Tpacf::Java::Compute::Start,
40702,0,40823,2673923,39499,363,Tpacf::Java::Compute::Start,
40802,0,40923,2754059,39600,363,Tpacf::Java::Compute::Start,
40902,0,41026,2670847,39700,363,Tpacf::Java::Compute::Start,
41003,0,41134,2550959,39800,363,Tpacf::Java::Compute::Start,
41103,0,41225,2677723,39900,363,Tpacf::Java::Compute::Start,
41204,0,41325,2679991,40001,363,Tpacf::Java::Compute::Start,
41304,0,41424,2690950,40101,363,Tpacf::Java::Compute::Start,
